HeartRate,BloodOxygenLevel,NoiseLevel,Score,NewScore
55.08414324160249,97.3558073048093,75.85283640770115,83.58711413871065,99.99997405628596
64.50868541699363,100.02443057362134,78.38545901304671,89.09879583032557,99.99998858022586
80.70236291607696,98.34418529096853,67.59437221482465,81.54782400777917,99.9999772520583
80.55425380482006,99.34122311845776,77.87071075734436,85.23381231937782,99.99998026331313
58.848853323342,98.00358800446926,79.20112202440427,84.64414329446846,99.9999784365273
71.85455156501547,99.25267949268374,78.11672732278262,93.77604161951815,99.99999494276932
63.8786871301494,98.20908472245462,74.58875607062126,93.25835847831604,99.99998931570855
71.46665823540154,97.66616325203113,78.59439987909147,94.6051051375381,99.99999531336498
77.8812726136295,97.55788062166891,72.74171115774143,89.41831916578084,99.99998519211994
68.8010213608286,98.13645688383572,76.35272090523948,97.3118435717534,99.99999713335401
78.28107430178153,97.52145066673415,80.11223511435114,86.12814125060149,99.9999827744517
51.78185862924307,97.83456057523522,73.85022485715298,80.46664406163126,99.99996824671965
73.48626807303268,97.48278392527112,73.96731400226196,94.9638298545004,99.99999342923553
70.03617387732957,98.50550472129753,67.3464213110215,91.8047427123944,99.99999528232223
69.65674682747202,97.84343413227,82.62878168683895,91.87139927290308,99.99999477397388
53.69782991026454,97.77984801089391,82.12098477113823,76.35669315002022,99.99996788004132
75.51024651971144,97.40807919301824,78.94909806501809,89.94873460828872,99.99998820506825
54.18465093750329,97.86776225642954,70.70732632287314,79.75973951680598,99.99997043044375
90.10983131157435,98.2073725862594,76.21490357910906,78.46789252305717,99.99996498260992
63.01494679322875,98.84593656087996,89.66978926533523,77.49922096701357,99.99997916929904
63.507847178299585,99.21707955117353,81.60822401533473,85.68254361179133,99.9999849136888
61.39974369959957,98.54543654556171,81.15680703115316,84.69750012288468,99.99998159492824
51.218718550565455,97.22555014579709,68.669178576938,74.11344727330054,99.9999641349522
57.69688951169556,98.59138892600204,75.00005160373627,87.10544898195725,99.99997902864263
63.16255104696869,98.59786736513524,70.93066849514211,88.49535217697556,99.99998586963555
67.64172809826846,97.73456950913348,65.55311069254904,87.92940829995098,99.99999023322711
69.98617821290117,97.1166818016266,88.76502775865828,85.3378322558695,99.99999160255226
55.597407238529634,96.5696630058342,71.21371721651163,80.38078746087547,99.99997314662471
64.17818424697295,98.76454304268216,77.44773324009469,90.96590796419608,99.99998858732943
80.31839429165034,97.65161789133388,80.71648748154749,83.61673611813605,99.99997893413415
65.79950779239485,97.66663045719253,69.73288587371609,90.19902412330345,99.99998963580758
80.65630908087599,96.3509868729932,75.53763070312172,87.1570470889955,99.99998150867224
73.53753330142995,98.5695459805946,73.59189646610605,94.4848171840815,99.99999311346771
96.40796585368535,98.40163678087758,71.38881104937022,69.57920841480727,99.99995278932593
63.16285209354533,99.16881525822129,74.7945881898169,91.78862502514096,99.99998822074548
81.02934913466062,98.1864411580034,63.83870523695276,77.62291494428875,99.99997440995061
68.82039216800777,95.59038220090066,70.67703825287147,92.0878126217799,99.99999535944104
84.17270755685755,98.17218436000822,77.53345203567613,83.1216560474581,99.99997430063014
87.34686947941407,97.62258170597156,75.4452581917917,81.8304540347658,99.9999701604398
96.41716204839469,98.9166585280974,85.96824153539403,61.6979378881139,99.99994829802331
75.93933581222768,96.57445623802607,75.58618217901076,92.04893824678764,99.99998951947558
66.99577618138822,98.06700335996564,85.2275688466043,86.7012039748183,99.99998865724407
62.49364409152167,97.2967471732644,72.69076224174127,89.48115350652733,99.99998580019147
62.30447288438556,97.92074460203672,70.25128986799399,87.47650735441627,99.99998399369763
91.22984306160475,98.21941920520256,76.55048789199341,77.00024984119926,99.99996286933744
60.93458350663594,97.3656307320561,73.7864435317952,89.08665777048725,99.99998380923967
62.95360350140224,98.01959157422776,75.2763375839125,92.65767434326196,99.99998782092244
64.98204867730826,99.03279345592377,81.40440842379728,87.54484679758721,99.99998755053626
59.7488264432136,96.143996797338,75.09048638647212,87.80233685407948,99.99998247126601
74.67658877250322,98.7292151623196,73.72840738146462,93.3226034466418,99.99999125493099
59.20772612717421,98.10961672675182,77.03281499686283,87.06529440355956,99.9999803673247
73.39628423537117,97.8643834718579,73.60362153665444,95.07172077314118,99.99999336136737
76.64519661543856,97.4560551350552,67.95802613941652,85.76888465903315,99.99998438894767
74.32041643827483,97.02555882874016,88.14064776909456,81.56449462137076,99.99998464156423
57.83747106439375,95.11997758424116,72.7347400351857,82.6921886838206,99.99997789024309
68.16803633887274,99.00303448214576,66.4699294141038,88.63493127083079,99.99999168809056
79.0906396830008,98.3562566662236,76.70049041019985,88.85261324057575,99.99998347002146
63.810790370339305,97.08694740041231,84.88226845836863,83.015469312383,99.99998343832304
64.80433981219812,97.33407855573026,76.06063471798547,93.07778364994292,99.99999049848054
62.711508707659405,97.8052243772768,75.73095990718174,91.78577317775446,99.99998713169131
88.81857582840799,97.98142730541863,74.39596122548639,80.55881270249704,99.99996755524229
78.6207067122464,98.08302766272185,72.2284331625702,88.52469878760195,99.99998361946382
73.35998997404229,98.29778035391016,77.57289188268271,93.76933778936484,99.9999927075067
72.38468629296227,97.60174084494726,86.4339376318159,85.78311692016909,99.99998897939115
71.97928577200359,98.17172602347476,79.09119139339104,93.75779681113062,99.99999413734254
72.59280057736525,98.11610739934088,78.20748315607042,94.08360886722345,99.99999362917255
35.923444065680826,98.07142198176548,72.58695349217909,63.43897557609445,99.99994044667807
82.991566839398,97.38176617182228,73.1821108047709,84.57231013719519,99.9999767492584
79.91665185021745,97.51859170498746,70.68052741753313,85.28246727230314,99.99998046879338
65.40334917793906,96.88649935406252,74.44135782920506,93.73120636120665,99.99999182490956
85.2472094700217,98.26641984821842,77.61049708155015,81.87587360020973,99.99997242221278
67.65405393818376,98.2444421992642,75.87412333466608,96.53548840425348,99.9999954694377
79.4762468088085,99.01333293669636,69.39092430737668,83.90134456187181,99.99998043496412
82.9784084774134,98.73184819363938,73.94198917212772,85.23173250107494,99.99997723395586
60.464164640214776,101.05205805037166,68.49285433749978,80.9049609273429,99.99997978705566
62.14163698558121,98.23931137013489,78.42731855674366,88.47500705870269,99.99998451999706
61.868592861846935,97.69758814022885,73.69483988569019,90.26102088776597,99.99998534558316
81.3638067227735,96.44516167664516,75.1651236201556,86.91623133371607,99.99998052931662
54.78918115470172,97.2871725725202,82.68178099411794,76.39457273310397,99.99996939915167
82.02712785518452,96.9371997859956,70.0057846114709,81.91585654228197,99.99997646089489
74.54650985235833,97.63119266360668,77.44511188862445,92.63957092262388,99.9999907627529
70.42391476400634,98.25090693834194,77.99285650300995,96.33232179464176,99.99999745672434
86.79331260115171,98.31958539618876,84.71097263537501,73.1761293672845,99.99996546725546
70.04910089052686,97.49756520755152,66.08136159216357,90.52982590918823,99.9999944906945
63.55469634606455,98.36897687703818,74.70026297989006,92.88598244891642,99.99998883128319
75.52639050012827,96.17875274336042,75.50755329511703,92.14480894811511,99.99999027119699
75.27166993876884,97.67280473144434,78.98315462626898,90.41798016640652,99.99998859101697
53.93190627617651,98.40255280472743,74.62820657782706,83.15756004927613,99.99997238487508
48.72111440169056,99.57605369626356,74.62615010454118,76.77121080996818,99.99996350154376
67.08662149328201,98.79233945042822,77.15547793004058,94.13880411281322,99.99999372271218
70.37444118468387,98.28432560571748,73.23039512975153,97.57162833935018,99.99999828521396
59.333162604789706,98.1667571791418,81.54337491823972,82.62303050740817,99.99997783716083
66.62949713862967,98.03888176072464,76.13370612334094,95.4569092545641,99.99999356510858
68.613872264472,97.98347190592511,70.24798358261266,93.84532775300976,99.99999474640322
79.00237829435758,98.37803925006028,77.3393819359718,88.28020051961033,99.99998323180128
74.2075083109754,98.89075682211762,74.5951622952941,94.49689716220108,99.99999258179048
70.47692996516069,98.54652359084308,77.9695133953103,96.00703304868594,99.9999973805577
62.08011961488232,98.93716272601034,77.19429265958001,88.94866422929196,99.99998516524263
56.738811662808075,96.82341678194553,73.8440541998976,84.40628264465118,99.99997669236383
67.79833280378357,96.90649752297428,79.71258068406159,91.99224964269624,99.99999338026207
68.52775100938399,98.00783873596284,81.00255197605313,92.51736029736804,99.9999938388476
58.38335895979224,97.34611646174706,79.34298768703117,83.38648773450814,99.99997755676335
71.07686319059634,98.5484058789696,81.10468099141694,92.27004993901711,99.99999445067466
53.53656138101358,97.46892315860389,76.7058900939617,81.29959444565577,99.99997089939681
76.93051248793982,97.63768702641698,67.19215560851796,84.89933014699513,99.9999834366975
76.76447469145678,98.03870486839828,72.7493489719529,90.94616941209784,99.99998710040961
76.89182791784744,97.74567005060668,76.60950951792819,91.24433261483104,99.99998727336438
63.94112794797887,98.8997127472859,82.75671876382017,85.28469643687279,99.99998495355842
60.505229205111696,96.38838546976596,84.37300471925491,79.52060995562275,99.99997811362104
61.98424575185443,98.66361424581002,79.45770019112545,86.86293131491895,99.9999836248874
75.55964032217332,97.74011803972758,76.90768549739914,92.27279222015513,99.99998936275723
72.54127045316709,99.14093305193872,70.48857355301908,91.80637004791328,99.9999929237609
56.377910086403,99.0113781138646,79.31905919096178,81.04747278157663,99.99997415292265
71.43725617025694,99.71186577180124,75.30061706355215,96.55026099438966,99.99999736723917
54.77896494382971,98.02640811897056,74.8008328649985,84.55338968985765,99.99997393374936
94.37786876393456,98.25431219031734,70.7629658113365,71.1307848570846,99.99995586900775
68.91574641343516,98.42687541032848,70.88380091345401,94.37267191656068,99.99999564776064
67.77640106091452,99.26052071545767,78.21041013722203,93.30547020823482,99.99999425671636
72.68189605548663,97.32706457545974,72.94772472769287,94.59289324766598,99.99999418006954
80.89169746852694,99.3270124067706,79.89895071488583,82.88233940981664,99.99997845425199
67.57596696564632,98.92651196457784,73.29636069123302,94.94581569230152,99.99999483170217
65.16862625961662,97.4464299242156,80.50612423508473,89.10893194874748,99.9999884150348
51.633085332495185,98.26152221735134,75.91908733585487,80.45247577928897,99.99996813346522
61.47616343272739,97.6404080789574,77.28545792848261,88.83111358320218,99.99998408030628
55.29883551365215,98.7663414370566,73.86839054999476,83.40088462659031,99.99997425265047
71.85908023933355,98.77089312007487,69.04016876390159,91.41019540449317,99.9999932054615
69.23150453744813,97.20079245313532,75.98335670173402,97.44894028884944,99.9999980918371
83.15951629835266,97.67816715897344,74.47069523690506,85.98934609752585,99.99997724688342
85.94459962855092,97.43650924280008,82.61739042968739,75.87451918456178,99.99996818755379
56.30379457882375,98.06408390999486,83.42170466166607,77.81800600716281,99.99997153076427
82.40245403349805,98.56214155989991,71.42311277534836,83.45851718195038,99.99997668335554
72.68434663982217,98.24196743548072,84.12323255629053,87.95045336840658,99.99998987430986
76.92077413447201,97.47552277309951,75.71685973391006,91.83788890471745,99.99998776706313
73.5622166639706,100.52040774826293,66.7132805812032,85.63065616896968,99.99998888682101
58.05182740974078,98.61835110851814,74.05518008303254,86.48865638425518,99.99997905890852
77.67475940701969,97.91866648154522,80.8411842473362,86.40272282718932,99.999983364496
69.04223594202207,98.53383140467554,78.27731832123277,95.23108621611377,99.99999637369801
77.41778388814045,99.88623870513688,77.86076140073703,87.83521600598563,99.9999856156506
62.19994315734092,99.72638223771064,71.02878400341478,86.50234492304506,99.99998428850576
71.89204754290938,98.6755935989289,71.8705720665192,94.30293092468092,99.999994871129
73.99976320045405,98.78296557508357,71.8065137456527,92.02378497011507,99.99999123944261
73.05051188302832,97.95456483203236,60.55350971443582,82.45756266343987,99.99998601178316
71.30720785698794,98.5761811564501,72.72662196449195,95.8432329510539,99.9999963887941
71.57984861784581,97.63913309802965,73.61276464394034,96.67204912412416,99.99999646314357
60.26984402121906,98.1540527319498,74.57022068488281,89.68601197415207,99.99998315296182
77.28106953640913,99.25170888670851,72.83746581049574,89.30468738737808,99.99998627345084
47.303145108138224,97.93821565091376,76.30938392629837,75.9319768327536,99.99996051540981
72.38155997407388,98.9740636933522,68.72126175110394,90.36563808367784,99.99999212086063
61.51104013637127,98.13788614656754,77.12643614078625,89.24671784901747,99.99998423649566
66.74102217068896,98.8656598131529,79.60095198865534,91.27441036888072,99.99999164592693
86.65711085108046,98.86625230629588,81.87845912892507,75.59817771369858,99.99996742256464
74.30817102258318,96.173047234214,74.68995336898146,93.55482958061228,99.99999246787107
72.73101325405342,98.26712635870832,94.8561233441436,77.14573704309467,99.9999832654621
55.80700384969754,98.0655454847888,72.45956032953475,83.20101869444348,99.99997426179623
78.07271781316797,98.9000527856895,72.32307616019841,88.35030556134095,99.99998461111653
75.7807223987675,96.4763560465594,79.23580712944737,88.45982651834453,99.99998756960923
50.0923750756574,98.15408898726602,74.27266368188857,79.21094977027995,99.99996562389097
69.69878916035346,97.6092001408776,69.7446437128145,94.05263301404554,99.99999628949915
63.3798138414204,97.96303896996268,86.32610882187569,82.01674398950739,99.99998182534667
77.97687321594351,97.53545188718564,67.72631615142004,84.28489482266217,99.99998197807228
72.58810374893599,96.5166610114297,77.80125393149208,93.12730333100164,99.99999388430612
72.80552743727924,99.94275693335432,75.06027560633902,95.19144002302744,99.99999518115638
64.42877423441766,99.6924688965067,82.35864824991845,85.37765708799252,99.9999860269425
83.70579097779023,97.17486341787674,77.1158005740273,83.3532718660592,99.99997535059127
73.37133113595662,98.84642044926083,74.2857227678911,95.06797118267365,99.99999381885426
63.7834334992823,99.38498326930493,83.50195359216264,83.89649663781475,99.99998423139961
80.8350880238099,96.30738129815327,71.6180022501929,84.09029552453629,99.99997947357686
77.39269009142173,98.883602675637,81.05489446150501,85.66881277143625,99.99998371528903
89.72858571959141,97.49812125564488,79.36209541800226,75.40744011805123,99.99996371788507
75.47066363218208,97.1176428547102,91.49852356757634,77.14845565495177,99.99998063815742
62.859061900006566,97.90622993005468,73.67824727549971,91.44353910556096,99.99998702379787
67.55885992174377,98.16149955166836,71.69991828174882,94.09727865182424,99.9999938313543
70.64439379064387,97.3837639556211,83.39567997745193,90.3436901875253,99.99999379412435
73.54834719666276,98.65690386266265,71.09469836573315,91.88944730640776,99.99999157587649
70.163914778856,97.9613376809808,65.4277358005056,90.2251587026304,99.99999389735787
66.10626753935495,98.93486861791344,80.681357828721,89.49004109272049,99.99998990669323
82.44498441379817,97.05447514636349,73.30794552246024,84.91743625502555,99.99997775748902
64.16151630261014,96.87042318333532,72.62262990990071,90.65456939584617,99.99998860172308
62.54011025354967,96.088140336172,83.58004132488078,82.04820926484089,99.99998206458271
76.70662887995279,98.81626251456592,81.25442407109944,86.22268453438184,99.99998476333509
67.42039068159183,97.98947421966167,65.04368189756875,87.45354679882225,99.99998954603683
68.0852502601053,96.1023415905154,75.80652563038326,95.38106622023744,99.99999624555821
58.681651406816016,99.40052483177963,76.16238372055602,86.11874285448036,99.99998000012415
43.66765630419468,97.34737533603644,69.85083604993198,67.8658676901631,99.99995198260842
71.15193964984526,100.02707413032324,72.80988086220687,94.63086708203836,99.99999670410742
71.93040539846372,98.61460628581574,70.96280567970429,93.41779399542484,99.99999425351068
68.82475217860271,98.15451741214848,69.88184748530547,93.5520822517597,99.99999488312248
73.14154819625882,98.65377211070732,69.65729632423087,90.86197601726472,99.99999139485114
71.00279857942665,97.164679161705,62.7050729046522,85.86695348693056,99.99999081111571
72.18696686546907,98.82768696457089,77.60334582194317,94.38200034801687,99.99999468846237
69.87796042723478,98.57625541506206,67.1547305603982,91.45643557257092,99.99999501934532
73.11802340596292,98.82964190507076,73.54016597796905,94.59250066693536,99.99999379707532
63.73082349266059,99.3322073742612,77.47808469222741,89.92053142617198,99.99998780631434
76.48317494455976,99.29191122056606,77.20240731147278,90.02250652340139,99.99998760924927
69.66543617612548,97.72193909876478,68.66120965691927,93.04858493180951,99.99999557354532
52.53098178493782,98.4009940238738,71.61071824142513,78.74070600248915,99.99996816124815
82.74321600589431,98.1977287737283,74.5159821225942,86.57503734297158,99.99997798404013
69.5714761819976,97.82156783813603,71.1075357667688,95.50057978690243,99.99999690159596
73.51202612847997,98.81400735956323,67.48121580328116,88.15518231523795,99.99998943954319
73.71783625434142,98.31608604272488,72.35457355571813,93.32065125865182,99.99999205341206
74.16248056969731,98.916037460039,72.29844362154262,92.21992559180632,99.99999126134509
77.36049791907026,97.3915915222958,79.52257917460807,87.50851442861747,99.9999847023389
68.98505455808812,97.757831313247,80.630396419358,93.11248945197713,99.99999484474557
74.6783976683428,98.281997491478,79.71149016329382,90.3281146768854,99.99998915920267
64.70040679254666,98.5615126680374,72.71215761364996,91.85105173815924,99.99998957475519
70.91858555647467,99.34465941527849,71.67472888347318,94.41148391172004,99.99999641130806
51.55906525269224,99.07739762098636,75.70830371909494,79.77336391261096,99.99996813552313
77.80600671721638,100.32704671865888,75.80397685394631,89.06296971017842,99.99998620513841
82.19878715886617,96.60834465160036,74.74046319651497,86.15002068924915,99.99997904861091
68.04223068551009,96.8187900585525,76.6941106579018,95.16691008616078,99.99999563227094
62.96058076360784,98.128300211931,76.63368088190452,91.19859966977232,99.99998700708237
70.42284826394044,98.19420270259552,71.02646541007331,95.40941444353736,99.9999968619515
72.29955360355657,97.53070891332732,73.95749662606832,96.18865193583908,99.99999544608302
94.15263066064324,97.46345092916172,84.06430776017899,66.24651250833948,99.99995331629002
73.43486007008754,99.08306460285304,73.59798644532351,94.08006177238296,99.99999329218467
67.73053510013231,98.65112288439563,69.0402473328931,91.11965954862978,99.99999250598614
98.09691428501216,98.22608227318716,75.07228220659321,71.60472123520746,99.99995206329751
57.67315770065485,97.885739733053,76.49251975567022,86.06637767803761,99.9999780802547
75.49315159393218,96.4733128436496,73.50982579859973,91.48998704831716,99.99998973008188
60.99266375812112,98.24873918262529,76.25313058266136,89.49079399283448,99.99998388416591
74.53896561574685,97.38171585082056,77.6447435447466,92.1980066903271,99.9999906541675
49.90975329882337,98.18760640628176,69.47377168665338,74.195918579195,99.99996239321952
81.49226308588808,99.298275404329,75.11692105825432,87.09254045152859,99.9999803396795
50.701449374237555,96.93782360869932,69.81986879142669,74.45914177436357,99.99996395325535
70.45870740301915,99.99111779051196,67.01632512937641,89.56649993584531,99.99999436127828
64.55503557199215,97.7360966081851,78.6394590703317,90.65167310984556,99.99998850471253
71.83647660911308,94.69089210818753,71.16866459878273,91.02308009785716,99.99999453885071
67.44946740742893,98.92151969313336,83.57648414620755,87.95146356808802,99.99999043501498
74.17675955922557,98.39869494791192,81.84140666818769,88.5831388246748,99.99998871854795
73.49754921101938,98.36409247597666,74.45437337806034,95.5927316910643,99.99999370630641
51.23419817262405,97.25819735107852,76.88693057438907,78.60546494931349,99.99996686475747
71.75691866828808,99.985352084759,70.87898643588746,92.13671568284036,99.99999449823729
61.12622721771357,98.57558461380444,75.52500522218169,90.02563738172742,99.99998455478368
86.07288124351585,97.6702003175854,71.00731606980177,79.60463514387133,99.99997017396333
64.83172170326696,96.9264660983884,78.8021889696346,89.95599883202075,99.99998887734326
70.93737636604824,97.88688859264256,73.39001566380736,97.33952789040168,99.99999742276447
65.90334859078985,98.55664739782203,71.55796906893967,91.90467026190748,99.99999092309041
79.72764621816457,96.49808527028225,77.03537519132259,86.73506386079508,99.99998218048339
66.00590129611567,97.61530769301288,75.74374663489199,94.87746235423654,99.99999273938525
70.38810997982436,98.27359962618978,71.11602414663378,95.45431454061963,99.99999697564743
59.937359492018544,98.49407378172025,75.97923928109047,88.46404642920784,99.99998225196242
87.3797833146316,98.9924913550276,79.01796659125867,77.60975873908212,99.99996793089656
60.11588113776102,98.69269208824736,77.93192918367293,86.49125986584072,99.99998136835293
74.75658906845278,96.58794023541437,73.35437199137867,92.18572315834024,99.99999089102349
72.87198442043399,95.98143350040094,75.65286865272782,94.45658042723912,99.99999470737572
68.62370991583764,97.41858204656998,72.8890328947671,95.93132485717472,99.99999636984155
56.8954449056705,98.12693744160644,76.12191902924789,85.64658843481618,99.99997698005379
57.28821426572692,98.9504324530545,68.23674547277429,79.5745272854467,99.99997421767165
85.97529473175435,98.73329419589751,74.1468713492213,82.43828242156943,99.9999722502381
71.66358790491763,98.10239532464313,69.72009089793107,92.95410766837033,99.99999395231622
69.58371265514288,98.2717062002937,71.47051500343225,95.78252145828142,99.99999714327036
58.238739360723145,96.43042399140838,79.5714936827346,82.09766966939692,99.99997717124081
68.09886322798313,96.96108433571062,76.23047821363384,95.82946935005992,99.99999601085275
86.99291746302052,97.09388482386971,74.00267722823918,81.10364458908839,99.9999704279246
56.43013770022858,99.15680056933356,88.5375727768731,71.73576435402191,99.99996863390953
52.37746747174964,97.16438342799164,80.41642230123074,76.12542859851055,99.9999666663735
65.73679444067822,98.5128043042253,75.54570954214962,94.6782805943033,99.99999240115278
68.18927690241371,99.1180679497702,73.66451082889078,95.73571978153429,99.99999610108492
65.38092812395998,99.73067435632612,70.50736720168182,89.15762096931566,99.99998939346756
58.60250813619075,98.40930885223324,75.04707156573467,88.14612771822283,99.99998054371484
87.53207870353496,97.75398244590704,76.65996685669559,80.56193688567647,99.9999691057784
56.962604761426235,98.20465788040414,72.20833442728971,83.9662813083118,99.99997607874924
83.01796062929448,97.58534274110512,81.0616852817967,80.50569683001395,99.999974122576
83.64603118114238,97.07783894608994,79.04139790097038,81.39040986397718,99.99997428102735
59.930269079085605,97.99750939031846,74.20991706916071,89.13769553856477,99.99998235494877
81.02201947925873,98.23332101903664,76.6472358492781,87.09742365242653,99.99998021027592
70.2384713084638,99.7519386461806,79.84647207558854,93.16311796976709,99.99999664518485
76.65378360904626,99.94718605176232,77.1943852610637,89.20464507812771,99.99998732331764
70.99223130380561,98.91603139885218,77.72722983367646,95.36450746366576,99.99999664959036
56.432204093207176,98.43665069453128,80.56352969543114,80.43202370324477,99.99997348840218
62.49177822637375,97.01760553793277,75.84173294554122,90.66765081876528,99.99998668976043
65.06528713641741,98.2116548749282,80.34137876950663,89.51225349198258,99.9999883391097
63.58322104789693,99.02292930672851,74.04959793151934,91.60988967268776,99.99998848407618
67.51125389391679,96.7097502718632,74.61304107367657,95.83404523945654,99.99999552239132
61.68487566366348,98.61967624450295,70.15111492584437,86.21631434500489,99.99998287661927
77.03338203139803,98.28612002651434,71.0599539228495,88.74045186493713,99.99998561430705
77.90603243633812,96.870109941096,75.50837622176725,90.45570128299065,99.9999862144663
71.96955053062857,97.54144420606156,74.46282388252747,97.03471755796046,99.99999631600471
63.038881554425075,98.51664721021184,73.02420889569622,90.54644323990946,99.99998693242925
65.4479686587103,98.40941979128124,73.66367868409853,93.70222755152756,99.99999142786857
61.06123593479664,98.71900016157522,77.1897634625311,88.15247231069031,99.99998343125489
83.84347888094207,98.78502844865352,77.69627034738926,82.67522232301513,99.99997476276873
67.60268289164641,97.6885076912079,80.06944462827457,92.22174595457976,99.99999282966962
55.18308750938772,98.35336737983376,77.94022555415576,81.88949457539819,99.99997295508884
75.62893201160315,97.26153559545176,77.19628004780964,91.43632353603896,99.99998906908066
66.84269090958499,99.760531250623,72.32021050055391,92.40237015951593,99.99999298795673
61.8802359155073,99.42810419037674,65.95406648581375,81.40619821094431,99.9999806563675
66.40974051162591,96.86470806905392,80.04905163700897,90.22539694367086,99.99999080863995
75.42491663379751,99.4949243321316,69.54430339842031,87.62446243249121,99.99998743398582
84.99492888569256,97.02582318062396,75.46795035247467,83.56294394245674,99.99997415564674
58.31801513135549,96.03549450684524,80.19232880217515,81.16118083602555,99.99997692868868
75.92168849686297,99.45509321232412,75.54911749598351,92.0741007948294,99.99998957210452
84.76522597520771,97.62758917655052,77.99651896050183,81.86584424084097,99.99997300894552
65.996883214988,97.99326148388091,71.79554509154511,92.78568979041404,99.99999122705351
63.36195062087768,98.27015823200648,74.38778279887492,92.47957518774614,99.99998831264175
83.6718324878243,98.14945801823389,87.47373105368357,73.70497844025824,99.9999691072787
82.81037201040432,97.81237600732054,69.77702965339222,81.77903365030843,99.99997498665033
91.26526104842918,98.3953405546761,78.95019521045931,74.38920318643541,99.99996134911525
54.12752515940629,98.12406195617493,70.75159420878555,79.75505741201691,99.99997035999988
78.40407384696276,99.75389658398149,67.71796072855629,82.55999029761205,99.99998124480241
64.81600645355341,99.0341471916572,75.57962318629461,93.2022360756016,99.999990810988
80.61681541533363,98.39448025082004,67.2675856257693,81.25628995961561,99.99997719907967
70.33049894377505,95.85410654956776,74.55722558666855,97.08083319246124,99.99999916728677
75.91392969293359,97.84481160739384,77.85837836378215,91.07250355067808,99.9999881805022
73.794667824859,97.38026315236458,61.55878765724232,82.14438298474789,99.99998535488454
69.34251565087774,98.92347872178227,80.65957843193355,92.7594584971619,99.99999543630486
74.11444364545936,98.97548737853288,68.99271561737238,88.90278459338013,99.99998933220309
